split,csv_file,source_acquisition_group,has_bend,has_connector,has_break,mask_copied,original_mask
train,class2_2026_04_27_16_03_18.csv,class2,1,1,1,True,class2_2026_04_27_16_03_18.mask.json
train,class2_2026_04_27_16_03_33.csv,class2,1,1,1,True,class2_2026_04_27_16_03_33.mask.json
train,class2_2026_04_27_16_03_55.csv,class2,1,1,1,True,class2_2026_04_27_16_03_55.mask.json
train,class2_2026_04_27_16_04_06.csv,class2,1,1,1,True,class2_2026_04_27_16_04_06.mask.json
train,class2_2026_04_27_16_04_21.csv,class2,1,1,1,True,class2_2026_04_27_16_04_21.mask.json
train,class2_2026_04_27_16_04_48.csv,class2,1,1,1,True,class2_2026_04_27_16_04_48.mask.json
train,class2_2026_04_27_16_05_17.csv,class2,1,1,1,True,class2_2026_04_27_16_05_17.mask.json
train,class2_2026_04_27_16_05_29.csv,class2,1,1,1,True,class2_2026_04_27_16_05_29.mask.json
train,class2_2026_04_27_16_05_41.csv,class2,1,1,1,True,class2_2026_04_27_16_05_41.mask.json
train,class2_2026_04_27_16_06_07.csv,class2,1,1,1,True,class2_2026_04_27_16_06_07.mask.json
train,class2_2026_04_27_16_06_20.csv,class2,1,1,1,True,class2_2026_04_27_16_06_20.mask.json
train,class2_2026_04_27_16_06_34.csv,class2,1,1,1,True,class2_2026_04_27_16_06_34.mask.json
train,class2_2026_04_27_16_06_59.csv,class2,1,1,1,True,class2_2026_04_27_16_06_59.mask.json
train,class2_2026_04_27_16_07_23.csv,class2,1,1,1,True,class2_2026_04_27_16_07_23.mask.json
train,class2_2026_04_27_16_07_33.csv,class2,1,1,1,True,class2_2026_04_27_16_07_33.mask.json
train,class2_2026_04_27_16_07_48.csv,class2,1,1,1,True,class2_2026_04_27_16_07_48.mask.json
train,class2_2026_04_27_16_08_08.csv,class2,1,1,1,True,class2_2026_04_27_16_08_08.mask.json
train,class2_2026_04_27_16_08_20.csv,class2,1,1,1,True,class2_2026_04_27_16_08_20.mask.json
train,class2_2026_04_27_16_08_30.csv,class2,1,1,1,True,class2_2026_04_27_16_08_30.mask.json
train,class2_2026_04_27_16_08_42.csv,class2,1,1,1,True,class2_2026_04_27_16_08_42.mask.json
train,class2_2026_04_27_16_09_22.csv,class2,1,1,1,True,class2_2026_04_27_16_09_22.mask.json
train,class2_2026_04_27_16_09_35.csv,class2,1,1,1,True,class2_2026_04_27_16_09_35.mask.json
train,class2_2026_04_27_16_09_51.csv,class2,1,1,1,True,class2_2026_04_27_16_09_51.mask.json
train,class2_2026_04_27_16_10_18.csv,class2,1,1,1,True,class2_2026_04_27_16_10_18.mask.json
train,class2_2026_04_27_16_10_35.csv,class2,1,1,1,True,class2_2026_04_27_16_10_35.mask.json
train,class2_2026_04_27_16_10_45.csv,class2,1,1,1,True,class2_2026_04_27_16_10_45.mask.json
train,class3_2026_04_27_16_18_00.csv,class3,0,1,1,True,class3_2026_04_27_16_18_00.mask.json
train,class3_2026_04_27_16_18_11.csv,class3,0,1,1,True,class3_2026_04_27_16_18_11.mask.json
train,class3_2026_04_27_16_18_40.csv,class3,0,1,1,True,class3_2026_04_27_16_18_40.mask.json
train,class3_2026_05_14_12_53_50.csv,class3,1,0,1,True,class3_2026_05_14_12_53_50.mask.json
train,class3_2026_05_14_12_54_33.csv,class3,0,1,1,True,class3_2026_05_14_12_54_33.mask.json
train,class3_2026_05_14_12_54_44.csv,class3,0,1,1,True,class3_2026_05_14_12_54_44.mask.json
train,class3_2026_05_14_12_55_25.csv,class3,0,1,1,True,class3_2026_05_14_12_55_25.mask.json
train,class3_2026_05_14_12_56_13.csv,class3,0,1,1,True,class3_2026_05_14_12_56_13.mask.json
train,class3_2026_05_14_12_56_25.csv,class3,0,1,1,True,class3_2026_05_14_12_56_25.mask.json
train,class3_2026_05_14_12_56_35.csv,class3,0,1,1,True,class3_2026_05_14_12_56_35.mask.json
train,class3_2026_05_14_12_57_12.csv,class3,0,1,1,True,class3_2026_05_14_12_57_12.mask.json
train,class3_2026_05_14_12_58_25.csv,class3,0,1,1,True,class3_2026_05_14_12_58_25.mask.json
train,class3_2026_05_14_12_58_43.csv,class3,0,1,1,True,class3_2026_05_14_12_58_43.mask.json
train,class3_2026_05_14_12_59_21.csv,class3,0,1,1,True,class3_2026_05_14_12_59_21.mask.json
train,class3_2026_05_14_13_00_27.csv,class3,0,1,1,True,class3_2026_05_14_13_00_27.mask.json
train,class3_2026_05_14_13_06_40.csv,class3,0,1,1,True,class3_2026_05_14_13_06_40.mask.json
train,class3_2026_05_14_13_09_36.csv,class3,0,1,1,True,class3_2026_05_14_13_09_36.mask.json
train,class3_2026_05_14_13_09_48.csv,class3,0,1,1,True,class3_2026_05_14_13_09_48.mask.json
train,class3_2026_05_14_13_10_18.csv,class3,0,1,1,True,class3_2026_05_14_13_10_18.mask.json
train,class3_2026_05_14_13_10_25.csv,class3,0,1,1,True,class3_2026_05_14_13_10_25.mask.json
train,class3_2026_05_14_13_10_59.csv,class3,0,1,1,True,class3_2026_05_14_13_10_59.mask.json
train,class3_2026_05_14_13_11_29.csv,class3,0,1,1,True,class3_2026_05_14_13_11_29.mask.json
train,class3_2026_05_14_13_11_39.csv,class3,0,1,1,True,class3_2026_05_14_13_11_39.mask.json
train,class3_2026_05_14_13_11_48.csv,class3,0,1,1,True,class3_2026_05_14_13_11_48.mask.json
train,class3_2026_05_14_13_11_57.csv,class3,0,1,1,True,class3_2026_05_14_13_11_57.mask.json
train,class3_2026_05_14_13_14_44.csv,class3,0,1,1,True,class3_2026_05_14_13_14_44.mask.json
train,class3_2026_05_14_13_15_01.csv,class3,0,1,1,True,class3_2026_05_14_13_15_01.mask.json
train,class3_2026_05_14_13_15_32.csv,class3,0,1,1,True,class3_2026_05_14_13_15_32.mask.json
train,class3_2026_05_14_13_16_20.csv,class3,0,1,1,True,class3_2026_05_14_13_16_20.mask.json
train,class3_2026_05_14_13_16_30.csv,class3,0,1,1,True,class3_2026_05_14_13_16_30.mask.json
train,class3_2026_05_14_13_16_46.csv,class3,0,1,1,True,class3_2026_05_14_13_16_46.mask.json
train,class3_2026_05_14_13_16_57.csv,class3,0,1,1,True,class3_2026_05_14_13_16_57.mask.json
train,class3_2026_05_14_13_17_44.csv,class3,0,0,1,True,class3_2026_05_14_13_17_44.mask.json
train,class3_2026_05_14_13_17_52.csv,class3,0,0,1,True,class3_2026_05_14_13_17_52.mask.json
train,class3_2026_05_14_13_18_12.csv,class3,0,1,1,True,class3_2026_05_14_13_18_12.mask.json
train,class3_2026_05_14_13_18_31.csv,class3,0,1,1,True,class3_2026_05_14_13_18_31.mask.json
train,class3_2026_05_14_13_18_55.csv,class3,0,1,1,True,class3_2026_05_14_13_18_55.mask.json
train,class3_2026_05_14_13_19_51.csv,class3,0,1,1,True,class3_2026_05_14_13_19_51.mask.json
train,class3_2026_05_14_13_21_06.csv,class3,1,0,1,True,class3_2026_05_14_13_21_06.mask.json
train,class3_2026_05_14_13_21_18.csv,class3,0,1,1,True,class3_2026_05_14_13_21_18.mask.json
train,class3_2026_05_14_13_21_46.csv,class3,0,1,1,True,class3_2026_05_14_13_21_46.mask.json
train,class3_2026_05_14_13_21_55.csv,class3,0,1,1,True,class3_2026_05_14_13_21_55.mask.json
train,class3_2026_05_14_13_22_18.csv,class3,0,1,1,True,class3_2026_05_14_13_22_18.mask.json
train,class3_2026_05_14_13_22_54.csv,class3,0,1,1,True,class3_2026_05_14_13_22_54.mask.json
train,class3_2026_05_14_13_33_21.csv,class3,0,1,1,True,class3_2026_05_14_13_33_21.mask.json
train,class3_2026_05_14_13_33_36.csv,class3,1,1,1,True,class3_2026_05_14_13_33_36.mask.json
train,class3_2026_05_14_13_37_11.csv,class3,0,1,1,True,class3_2026_05_14_13_37_11.mask.json
train,class3_2026_05_14_13_37_53.csv,class3,0,1,1,True,class3_2026_05_14_13_37_53.mask.json
train,class3_2026_05_14_13_38_59.csv,class3,0,1,1,True,class3_2026_05_14_13_38_59.mask.json
train,class3_2026_05_14_13_39_14.csv,class3,0,1,1,True,class3_2026_05_14_13_39_14.mask.json
train,class3_2026_05_14_13_39_31.csv,class3,1,1,1,True,class3_2026_05_14_13_39_31.mask.json
train,class3_2026_05_14_13_39_50.csv,class3,1,1,1,True,class3_2026_05_14_13_39_50.mask.json
train,class3_2026_05_14_13_41_43.csv,class3,0,1,1,True,class3_2026_05_14_13_41_43.mask.json
train,class3_2026_05_14_13_42_19.csv,class3,0,1,1,True,class3_2026_05_14_13_42_19.mask.json
train,class3_2026_05_14_13_42_54.csv,class3,1,1,1,True,class3_2026_05_14_13_42_54.mask.json
train,class3_2026_05_14_13_43_17.csv,class3,0,1,1,True,class3_2026_05_14_13_43_17.mask.json
train,class3_2026_05_14_13_43_49.csv,class3,0,1,1,True,class3_2026_05_14_13_43_49.mask.json
train,class3_2026_05_14_13_47_19.csv,class3,1,1,1,True,class3_2026_05_14_13_47_19.mask.json
train,class3_2026_05_14_13_47_32.csv,class3,0,1,1,True,class3_2026_05_14_13_47_32.mask.json
train,class3_2026_05_14_13_47_38.csv,class3,0,1,1,True,class3_2026_05_14_13_47_38.mask.json
train,class3_2026_05_14_13_47_50.csv,class3,1,1,1,True,class3_2026_05_14_13_47_50.mask.json
train,class3_2026_05_14_13_47_57.csv,class3,1,1,1,True,class3_2026_05_14_13_47_57.mask.json
train,class3_2026_05_14_13_48_07.csv,class3,0,1,1,True,class3_2026_05_14_13_48_07.mask.json
train,class3_2026_05_14_14_04_11.csv,class3,0,1,1,True,class3_2026_05_14_14_04_11.mask.json
train,class3_2026_05_14_14_32_37.csv,class3,0,1,1,True,class3_2026_05_14_14_32_37.mask.json
train,class3_2026_05_14_14_33_25.csv,class3,0,1,1,True,class3_2026_05_14_14_33_25.mask.json
train,class3_2026_05_14_14_33_35.csv,class3,0,0,1,True,class3_2026_05_14_14_33_35.mask.json
train,class3_2026_05_14_14_34_08.csv,class3,0,1,1,True,class3_2026_05_14_14_34_08.mask.json
train,class3_2026_05_14_14_34_26.csv,class3,1,1,1,True,class3_2026_05_14_14_34_26.mask.json
train,class3_2026_05_14_14_35_14.csv,class3,0,1,1,True,class3_2026_05_14_14_35_14.mask.json
train,class3_2026_05_14_14_35_31.csv,class3,0,1,1,True,class3_2026_05_14_14_35_31.mask.json
train,class3_2026_05_14_14_35_39.csv,class3,0,1,1,True,class3_2026_05_14_14_35_39.mask.json
train,class3_2026_05_14_14_36_02.csv,class3,0,1,1,True,class3_2026_05_14_14_36_02.mask.json
train,class3_2026_05_14_14_36_15.csv,class3,0,1,1,True,class3_2026_05_14_14_36_15.mask.json
train,class3_2026_05_14_14_39_37.csv,class3,0,1,1,True,class3_2026_05_14_14_39_37.mask.json
train,class3_2026_05_14_14_40_18.csv,class3,0,1,1,True,class3_2026_05_14_14_40_18.mask.json
train,class3_2026_05_14_14_40_43.csv,class3,0,1,1,True,class3_2026_05_14_14_40_43.mask.json
train,class3_2026_05_14_14_41_08.csv,class3,0,0,1,True,class3_2026_05_14_14_41_08.mask.json
train,class3_2026_05_22_11_05_05.csv,class3,1,1,1,True,class3_2026_05_22_11_05_05.mask.json
train,class3_2026_05_22_11_05_17.csv,class3,0,1,1,True,class3_2026_05_22_11_05_17.mask.json
train,class3_2026_05_22_11_05_50.csv,class3,0,1,1,True,class3_2026_05_22_11_05_50.mask.json
train,class3_2026_05_22_11_06_12.csv,class3,1,1,1,True,class3_2026_05_22_11_06_12.mask.json
train,class3_2026_05_22_11_09_21.csv,class3,1,1,1,True,class3_2026_05_22_11_09_21.mask.json
train,class3_2026_05_22_11_10_02.csv,class3,1,1,1,True,class3_2026_05_22_11_10_02.mask.json
val,class1_2026_04_27_14_37_11.csv,class1,0,1,1,True,class1_2026_04_27_14_37_11.mask.json
val,class1_2026_04_27_14_38_15.csv,class1,0,1,1,True,class1_2026_04_27_14_38_15.mask.json
val,class1_2026_04_27_14_39_28.csv,class1,0,1,1,True,class1_2026_04_27_14_39_28.mask.json
val,class1_2026_04_27_14_45_49.csv,class1,0,1,1,True,class1_2026_04_27_14_45_49.mask.json
val,class1_2026_04_27_14_47_19.csv,class1,0,1,1,True,class1_2026_04_27_14_47_19.mask.json
val,class1_2026_04_27_14_48_32.csv,class1,0,1,1,True,class1_2026_04_27_14_48_32.mask.json
val,class1_2026_04_27_14_49_44.csv,class1,0,1,1,True,class1_2026_04_27_14_49_44.mask.json
val,class2_2026_04_27_15_13_13.csv,class2,1,1,1,True,class2_2026_04_27_15_13_13.mask.json
val,class2_2026_04_27_15_17_19.csv,class2,1,1,1,True,class2_2026_04_27_15_17_19.mask.json
val,class2_2026_04_27_15_20_11.csv,class2,1,1,1,True,class2_2026_04_27_15_20_11.mask.json
val,class2_2026_04_27_15_23_37.csv,class2,1,1,1,True,class2_2026_04_27_15_23_37.mask.json
val,class2_2026_04_27_15_25_41.csv,class2,1,1,1,True,class2_2026_04_27_15_25_41.mask.json
val,class2_2026_04_27_15_28_20.csv,class2,1,1,1,True,class2_2026_04_27_15_28_20.mask.json
val,class2_2026_04_27_15_31_02.csv,class2,1,1,1,True,class2_2026_04_27_15_31_02.mask.json
val,class2_2026_04_27_15_33_24.csv,class2,1,1,1,True,class2_2026_04_27_15_33_24.mask.json
val,class2_2026_04_27_15_35_32.csv,class2,1,1,1,True,class2_2026_04_27_15_35_32.mask.json
val,class2_2026_04_27_15_36_32.csv,class2,1,0,1,True,class2_2026_04_27_15_36_32.mask.json
val,class2_2026_04_27_15_38_07.csv,class2,1,1,1,True,class2_2026_04_27_15_38_07.mask.json
val,class2_2026_04_27_15_39_59.csv,class2,1,1,1,True,class2_2026_04_27_15_39_59.mask.json
val,class2_2026_04_27_15_42_28.csv,class2,1,1,1,True,class2_2026_04_27_15_42_28.mask.json
val,class2_2026_04_27_15_45_25.csv,class2,1,1,1,True,class2_2026_04_27_15_45_25.mask.json
val,class2_2026_04_27_15_47_51.csv,class2,1,1,1,True,class2_2026_04_27_15_47_51.mask.json
val,class2_2026_04_27_15_49_43.csv,class2,1,1,1,True,class2_2026_04_27_15_49_43.mask.json
val,class2_2026_04_27_15_53_18.csv,class2,1,1,1,True,class2_2026_04_27_15_53_18.mask.json
val,class2_2026_04_27_15_57_38.csv,class2,1,1,1,True,class2_2026_04_27_15_57_38.mask.json
val,class2_2026_04_27_16_00_17.csv,class2,1,1,1,True,class2_2026_04_27_16_00_17.mask.json
val,class2_2026_04_27_16_02_21.csv,class2,1,1,1,True,class2_2026_04_27_16_02_21.mask.json
val,class2_2026_04_27_16_05_01.csv,class2,1,1,1,True,class2_2026_04_27_16_05_01.mask.json
val,class2_2026_04_27_16_06_47.csv,class2,1,1,1,True,class2_2026_04_27_16_06_47.mask.json
val,class2_2026_04_27_16_09_08.csv,class2,1,1,1,True,class2_2026_04_27_16_09_08.mask.json
val,class3_2026_04_27_16_17_30.csv,class3,1,1,1,True,class3_2026_04_27_16_17_30.mask.json
val,class3_2026_05_14_12_55_08.csv,class3,0,1,1,True,class3_2026_05_14_12_55_08.mask.json
val,class3_2026_05_14_12_58_49.csv,class3,0,1,1,True,class3_2026_05_14_12_58_49.mask.json
val,class3_2026_05_14_13_10_35.csv,class3,0,1,1,True,class3_2026_05_14_13_10_35.mask.json
val,class3_2026_05_14_13_15_21.csv,class3,0,1,1,True,class3_2026_05_14_13_15_21.mask.json
val,class3_2026_05_14_13_18_01.csv,class3,0,0,1,True,class3_2026_05_14_13_18_01.mask.json
val,class3_2026_05_14_13_18_42.csv,class3,0,1,1,True,class3_2026_05_14_13_18_42.mask.json
val,class3_2026_05_14_13_23_04.csv,class3,0,1,1,True,class3_2026_05_14_13_23_04.mask.json
val,class3_2026_05_14_13_42_29.csv,class3,0,1,1,True,class3_2026_05_14_13_42_29.mask.json
val,class3_2026_05_14_14_32_50.csv,class3,0,1,1,True,class3_2026_05_14_14_32_50.mask.json
val,class3_2026_05_14_14_34_45.csv,class3,1,1,1,True,class3_2026_05_14_14_34_45.mask.json
val,class3_2026_05_14_14_36_30.csv,class3,0,1,1,True,class3_2026_05_14_14_36_30.mask.json
