split,acquisition_group,csv_file,mask_available_to_model,mask_source_file
train,class3,class3_2026_05_14_12_56_35.csv,True,class3_2026_05_14_12_56_35.mask.json
train,class3,class3_2026_05_14_13_21_18.csv,True,class3_2026_05_14_13_21_18.mask.json
train,class3,class3_2026_05_14_13_39_50.csv,True,class3_2026_05_14_13_39_50.mask.json
train,class3,class3_2026_05_14_14_35_52.csv,True,class3_2026_05_14_14_35_52.mask.json
train,class3,class3_2026_04_27_16_18_11.csv,True,class3_2026_04_27_16_18_11.mask.json
train,class3,class3_2026_05_14_13_17_44.csv,True,class3_2026_05_14_13_17_44.mask.json
train,class3,class3_2026_05_14_12_56_02.csv,True,class3_2026_05_14_12_56_02.mask.json
train,class3,class3_2026_05_14_12_56_13.csv,True,class3_2026_05_14_12_56_13.mask.json
train,class3,class3_2026_05_14_13_16_57.csv,True,class3_2026_05_14_13_16_57.mask.json
train,class3,class3_2026_04_27_16_18_00.csv,True,class3_2026_04_27_16_18_00.mask.json
train,class3,class3_2026_05_14_13_43_01.csv,True,class3_2026_05_14_13_43_01.mask.json
train,class3,class3_2026_05_14_13_16_30.csv,True,class3_2026_05_14_13_16_30.mask.json
train,class3,class3_2026_05_14_13_47_57.csv,True,class3_2026_05_14_13_47_57.mask.json
train,class3,class3_2026_05_14_13_22_06.csv,True,class3_2026_05_14_13_22_06.mask.json
train,class3,class3_2026_05_14_13_00_09.csv,True,class3_2026_05_14_13_00_09.mask.json
train,class3,class3_2026_05_14_13_18_42.csv,True,class3_2026_05_14_13_18_42.mask.json
train,class3,class3_2026_05_14_13_15_01.csv,True,class3_2026_05_14_13_15_01.mask.json
train,class3,class3_2026_05_14_13_42_19.csv,True,class3_2026_05_14_13_42_19.mask.json
train,class3,class3_2026_05_14_13_17_09.csv,True,class3_2026_05_14_13_17_09.mask.json
train,class3,class3_2026_05_14_12_55_08.csv,True,class3_2026_05_14_12_55_08.mask.json
train,class3,class3_2026_05_14_14_40_18.csv,True,class3_2026_05_14_14_40_18.mask.json
train,class3,class3_2026_05_14_14_40_05.csv,True,class3_2026_05_14_14_40_05.mask.json
train,class3,class3_2026_05_14_12_58_25.csv,True,class3_2026_05_14_12_58_25.mask.json
train,class3,class3_2026_05_14_13_39_14.csv,True,class3_2026_05_14_13_39_14.mask.json
train,class3,class3_2026_05_14_13_48_17.csv,True,class3_2026_05_14_13_48_17.mask.json
train,class3,class3_2026_04_27_16_18_40.csv,True,class3_2026_04_27_16_18_40.mask.json
train,class3,class3_2026_05_14_13_16_46.csv,True,class3_2026_05_14_13_16_46.mask.json
train,class3,class3_2026_05_14_14_32_37.csv,True,class3_2026_05_14_14_32_37.mask.json
train,class3,class3_2026_05_14_14_35_39.csv,True,class3_2026_05_14_14_35_39.mask.json
train,class3,class3_2026_05_14_13_47_50.csv,True,class3_2026_05_14_13_47_50.mask.json
train,class3,class3_2026_05_14_13_23_04.csv,True,class3_2026_05_14_13_23_04.mask.json
train,class3,class3_2026_05_14_13_11_57.csv,True,class3_2026_05_14_13_11_57.mask.json
train,class3,class3_2026_05_14_14_41_08.csv,True,class3_2026_05_14_14_41_08.mask.json
train,class3,class3_2026_05_14_14_40_57.csv,True,class3_2026_05_14_14_40_57.mask.json
train,class3,class3_2026_05_14_13_21_55.csv,True,class3_2026_05_14_13_21_55.mask.json
train,class3,class3_2026_05_14_13_21_06.csv,True,class3_2026_05_14_13_21_06.mask.json
train,class3,class3_2026_05_14_13_10_25.csv,True,class3_2026_05_14_13_10_25.mask.json
train,class3,class3_2026_05_14_13_43_49.csv,True,class3_2026_05_14_13_43_49.mask.json
train,class3,class3_2026_05_14_12_58_43.csv,True,class3_2026_05_14_12_58_43.mask.json
train,class3,class3_2026_05_14_13_47_32.csv,True,class3_2026_05_14_13_47_32.mask.json
train,class3,class3_2026_05_14_13_42_54.csv,True,class3_2026_05_14_13_42_54.mask.json
train,class3,class3_2026_05_22_11_09_35.csv,True,class3_2026_05_22_11_09_35.mask.json
train,class3,class3_2026_05_14_13_00_27.csv,True,class3_2026_05_14_13_00_27.mask.json
train,class3,class3_2026_05_14_14_36_15.csv,True,class3_2026_05_14_14_36_15.mask.json
train,class3,class3_2026_05_14_12_57_24.csv,True,class3_2026_05_14_12_57_24.mask.json
train,class3,class3_2026_05_14_13_11_29.csv,True,class3_2026_05_14_13_11_29.mask.json
train,class3,class3_2026_05_14_12_56_25.csv,True,class3_2026_05_14_12_56_25.mask.json
train,class3,class3_2026_05_14_13_11_48.csv,True,class3_2026_05_14_13_11_48.mask.json
train,class3,class3_2026_05_14_13_19_51.csv,True,class3_2026_05_14_13_19_51.mask.json
train,class3,class3_2026_05_14_14_33_25.csv,True,class3_2026_05_14_14_33_25.mask.json
train,class3,class3_2026_05_22_11_05_05.csv,True,class3_2026_05_22_11_05_05.mask.json
train,class3,class3_2026_05_14_13_15_21.csv,True,class3_2026_05_14_13_15_21.mask.json
train,class3,class3_2026_05_22_11_05_17.csv,True,class3_2026_05_22_11_05_17.mask.json
train,class3,class3_2026_05_22_11_10_02.csv,True,class3_2026_05_22_11_10_02.mask.json
train,class3,class3_2026_04_27_16_18_51.csv,True,class3_2026_04_27_16_18_51.mask.json
train,class3,class3_2026_05_14_13_17_52.csv,True,class3_2026_05_14_13_17_52.mask.json
train,class3,class3_2026_05_14_13_48_07.csv,True,class3_2026_05_14_13_48_07.mask.json
train,class3,class3_2026_05_14_13_10_35.csv,True,class3_2026_05_14_13_10_35.mask.json
train,class3,class3_2026_05_14_14_36_02.csv,True,class3_2026_05_14_14_36_02.mask.json
train,class3,class3_2026_05_14_13_16_09.csv,True,class3_2026_05_14_13_16_09.mask.json
train,class3,class3_2026_05_14_13_16_20.csv,True,class3_2026_05_14_13_16_20.mask.json
train,class3,class3_2026_05_14_13_43_30.csv,True,class3_2026_05_14_13_43_30.mask.json
train,class3,class3_2026_05_14_13_18_12.csv,True,class3_2026_05_14_13_18_12.mask.json
train,class3,class3_2026_05_14_13_37_53.csv,True,class3_2026_05_14_13_37_53.mask.json
train,class3,class3_2026_05_14_13_43_17.csv,True,class3_2026_05_14_13_43_17.mask.json
train,class3,class3_2026_05_14_14_34_26.csv,True,class3_2026_05_14_14_34_26.mask.json
train,class3,class3_2026_05_14_13_10_00.csv,True,class3_2026_05_14_13_10_00.mask.json
train,class3,class3_2026_05_22_11_09_21.csv,True,class3_2026_05_22_11_09_21.mask.json
train,class3,class3_2026_05_14_14_34_45.csv,True,class3_2026_05_14_14_34_45.mask.json
train,class3,class3_2026_05_14_13_37_00.csv,True,class3_2026_05_14_13_37_00.mask.json
train,class3,class3_2026_05_14_13_18_55.csv,True,class3_2026_05_14_13_18_55.mask.json
train,class3,class3_2026_05_14_14_39_37.csv,True,class3_2026_05_14_14_39_37.mask.json
train,class3,class3_2026_05_14_12_53_50.csv,True,class3_2026_05_14_12_53_50.mask.json
train,class3,class3_2026_05_14_14_36_30.csv,True,class3_2026_05_14_14_36_30.mask.json
train,class3,class3_2026_05_14_13_11_09.csv,True,class3_2026_05_14_13_11_09.mask.json
train,class3,class3_2026_05_14_13_39_43.csv,True,class3_2026_05_14_13_39_43.mask.json
train,class3,class3_2026_05_14_12_57_12.csv,True,class3_2026_05_14_12_57_12.mask.json
train,class3,class3_2026_05_14_13_18_31.csv,True,class3_2026_05_14_13_18_31.mask.json
train,class3,class3_2026_05_14_13_10_59.csv,True,class3_2026_05_14_13_10_59.mask.json
train,class3,class3_2026_05_14_13_47_19.csv,True,class3_2026_05_14_13_47_19.mask.json
train,class3,class3_2026_05_14_13_42_29.csv,True,class3_2026_05_14_13_42_29.mask.json
train,class3,class3_2026_05_14_12_54_44.csv,True,class3_2026_05_14_12_54_44.mask.json
val,class3,class3_2026_05_14_13_06_40.csv,True,class3_2026_05_14_13_06_40.mask.json
val,class3,class3_2026_05_14_12_55_25.csv,True,class3_2026_05_14_12_55_25.mask.json
val,class3,class3_2026_05_14_13_33_36.csv,True,class3_2026_05_14_13_33_36.mask.json
val,class3,class3_2026_05_14_14_40_43.csv,True,class3_2026_05_14_14_40_43.mask.json
val,class3,class3_2026_05_14_12_59_21.csv,True,class3_2026_05_14_12_59_21.mask.json
val,class3,class3_2026_05_14_13_37_11.csv,True,class3_2026_05_14_13_37_11.mask.json
val,class3,class3_2026_05_14_13_33_21.csv,True,class3_2026_05_14_13_33_21.mask.json
val,class3,class3_2026_05_14_13_22_18.csv,True,class3_2026_05_14_13_22_18.mask.json
val,class3,class3_2026_05_14_14_35_03.csv,True,class3_2026_05_14_14_35_03.mask.json
val,class3,class3_2026_05_14_12_54_12.csv,True,class3_2026_05_14_12_54_12.mask.json
val,class3,class3_2026_05_14_14_34_08.csv,True,class3_2026_05_14_14_34_08.mask.json
val,class3,class3_2026_05_14_13_15_32.csv,True,class3_2026_05_14_13_15_32.mask.json
test,class3,class3_2026_05_14_14_35_14.csv,False,class3_2026_05_14_14_35_14.mask.json
test,class3,class3_2026_05_14_13_38_59.csv,False,class3_2026_05_14_13_38_59.mask.json
test,class3,class3_2026_05_14_14_33_56.csv,False,class3_2026_05_14_14_33_56.mask.json
test,class3,class3_2026_05_14_13_41_43.csv,False,class3_2026_05_14_13_41_43.mask.json
test,class3,class3_2026_05_14_12_54_33.csv,False,class3_2026_05_14_12_54_33.mask.json
test,class3,class3_2026_05_14_13_10_18.csv,False,class3_2026_05_14_13_10_18.mask.json
test,class3,class3_2026_05_14_13_14_44.csv,False,class3_2026_05_14_13_14_44.mask.json
test,class3,class3_2026_05_14_13_09_36.csv,False,class3_2026_05_14_13_09_36.mask.json
test,class3,class3_2026_05_14_12_58_49.csv,False,class3_2026_05_14_12_58_49.mask.json
test,class3,class3_2026_05_14_13_22_54.csv,False,class3_2026_05_14_13_22_54.mask.json
test,class3,class3_2026_05_14_14_32_50.csv,False,class3_2026_05_14_14_32_50.mask.json
test,class3,class3_2026_05_14_13_47_38.csv,False,class3_2026_05_14_13_47_38.mask.json
test,class3,class3_2026_05_14_13_39_31.csv,False,class3_2026_05_14_13_39_31.mask.json
test,class3,class3_2026_05_22_11_05_50.csv,False,class3_2026_05_22_11_05_50.mask.json
test,class3,class3_2026_05_14_14_33_35.csv,False,class3_2026_05_14_14_33_35.mask.json
test,class3,class3_2026_05_14_14_04_11.csv,False,class3_2026_05_14_14_04_11.mask.json
test,class3,class3_2026_05_14_13_19_26.csv,False,class3_2026_05_14_13_19_26.mask.json
test,class3,class3_2026_05_14_13_12_07.csv,False,class3_2026_05_14_13_12_07.mask.json
test,class3,class3_2026_05_14_13_21_46.csv,False,class3_2026_05_14_13_21_46.mask.json
test,class3,class3_2026_05_22_11_06_12.csv,False,class3_2026_05_22_11_06_12.mask.json
test,class3,class3_2026_05_14_14_35_31.csv,False,class3_2026_05_14_14_35_31.mask.json
test,class3,class3_2026_05_14_13_11_39.csv,False,class3_2026_05_14_13_11_39.mask.json
test,class3,class3_2026_05_14_13_18_01.csv,False,class3_2026_05_14_13_18_01.mask.json
test,class3,class3_2026_04_27_16_17_30.csv,False,class3_2026_04_27_16_17_30.mask.json
